identification,name,status,type,ranking,address,city,state,date,critical
4D9245C98590391F88256BF800748780,Giant Food Deli #743,Permitted,Grocery Store Food Service,Risk Category 3,3450,Arlington,VA,5/3/2016 12:00:00 AM,Core
4D9245C98590391F88256BF800748780,Giant Food Deli #743,Permitted,Grocery Store Food Service,Risk Category 3,3450,Arlington,VA,11/7/2017 12:00:00 AM,Core
4D9245C98590391F88256BF800748780,Giant Food Deli #743,Permitted,Grocery Store Food Service,Risk Category 3,3450,Arlington,VA,12/21/2016 12:00:00 AM,Priority
4D9245C98590391F88256BF800748780,Giant Food Deli #743,Permitted,Grocery Store Food Service,Risk Category 3,3450,Arlington,VA,10/4/2018 12:00:00 AM,Core
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,9/7/2017 12:00:00 AM,Priority Foundation
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,9/7/2017 12:00:00 AM,Priority
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,9/7/2017 12:00:00 AM,Core
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,1/29/2018 12:00:00 AM,Priority
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,1/29/2018 12:00:00 AM,Core
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,1/29/2018 12:00:00 AM,Priority Foundation
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,9/21/2016 12:00:00 AM,Core
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,9/21/2016 12:00:00 AM,Priority
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,9/21/2016 12:00:00 AM,Priority Foundation
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,5/30/2018 12:00:00 AM,Priority
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,5/30/2018 12:00:00 AM,Priority Foundation
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,1/27/2017 12:00:00 AM,Priority Foundation
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,1/27/2017 12:00:00 AM,Priority
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,1/27/2017 12:00:00 AM,Core
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,9/11/2017 12:00:00 AM,Core
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,5/2/2017 12:00:00 AM,Priority Foundation
4D9F6DD34F334B7C85257FD4004FEBA8,Matchbox Kitchen and Spirits,Permitted,Full Service Restaurant,Risk Category 3,1100,Arlington,VA,5/2/2017 12:00:00 AM,Core
4DC2BAEA52106FD085256C2F0056018C,El Pollo Rico,Permitted,Fast Food Restaurant,Risk Category 2,928-932,Arlington,VA,3/14/2018 12:00:00 AM,Core
4DC2BAEA52106FD085256C2F0056018C,El Pollo Rico,Permitted,Fast Food Restaurant,Risk Category 2,928-932,Arlington,VA,3/14/2018 12:00:00 AM,Priority Foundation
4DC2BAEA52106FD085256C2F0056018C,El Pollo Rico,Permitted,Fast Food Restaurant,Risk Category 2,928-932,Arlington,VA,4/27/2016 12:00:00 AM,Priority
4DC2BAEA52106FD085256C2F0056018C,El Pollo Rico,Permitted,Fast Food Restaurant,Risk Category 2,928-932,Arlington,VA,4/27/2016 12:00:00 AM,Core
4DC2BAEA52106FD085256C2F0056018C,El Pollo Rico,Permitted,Fast Food Restaurant,Risk Category 2,928-932,Arlington,VA,3/16/2017 12:00:00 AM,Core
4DC2BAEA52106FD085256C2F0056018C,El Pollo Rico,Permitted,Fast Food Restaurant,Risk Category 2,928-932,Arlington,VA,3/16/2017 12:00:00 AM,Priority Foundation
4DC2BAEA52106FD085256C2F0056018C,El Pollo Rico,Permitted,Fast Food Restaurant,Risk Category 2,928-932,Arlington,VA,9/17/2018 12:00:00 AM,Priority
4DC2BAEA52106FD085256C2F0056018C,El Pollo Rico,Permitted,Fast Food Restaurant,Risk Category 2,928-932,Arlington,VA,9/5/2017 12:00:00 AM,Priority
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,1/12/2016 12:00:00 AM,Core
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,1/12/2016 12:00:00 AM,Priority Foundation
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,1/12/2016 12:00:00 AM,Priority
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,4/6/2018 12:00:00 AM,Priority Foundation
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,4/6/2018 12:00:00 AM,Priority
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,7/20/2018 12:00:00 AM,Priority
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,4/6/2017 12:00:00 AM,Core
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,7/7/2017 12:00:00 AM,Priority
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,7/7/2017 12:00:00 AM,Core
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,1/3/2017 12:00:00 AM,Core
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,1/3/2017 12:00:00 AM,Priority
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,10/5/2016 12:00:00 AM,Priority
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,1/8/2018 12:00:00 AM,Priority Foundation
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,1/8/2018 12:00:00 AM,Core
4E0369F6713AEAA885257DCE006DEAAE,Brookdale Arlington,Permitted,Adult Care Home Food Service,Risk Category 4,3821,Arlington,VA,1/8/2018 12:00:00 AM,Priority
4E11965640B260A58525768700590C11,7-Eleven Store #23242B,Permitted,Convenience Store Food Service,Risk Category 1,3003,Arlington,VA,1/13/2016 12:00:00 AM,Core
4E11965640B260A58525768700590C11,7-Eleven Store #23242B,Permitted,Convenience Store Food Service,Risk Category 1,3003,Arlington,VA,1/13/2016 12:00:00 AM,Priority
4E11965640B260A58525768700590C11,7-Eleven Store #23242B,Permitted,Convenience Store Food Service,Risk Category 1,3003,Arlington,VA,1/27/2016 12:00:00 AM,Core
4E11965640B260A58525768700590C11,7-Eleven Store #23242B,Permitted,Convenience Store Food Service,Risk Category 1,3003,Arlington,VA,1/10/2018 12:00:00 AM,Core
4E11965640B260A58525768700590C11,7-Eleven Store #23242B,Permitted,Convenience Store Food Service,Risk Category 1,3003,Arlington,VA,1/10/2018 12:00:00 AM,Priority
4E11965640B260A58525768700590C11,7-Eleven Store #23242B,Permitted,Convenience Store Food Service,Risk Category 1,3003,Arlington,VA,1/13/2017 12:00:00 AM,Core
4E11965640B260A58525768700590C11,7-Eleven Store #23242B,Permitted,Convenience Store Food Service,Risk Category 1,3003,Arlington,VA,1/13/2017 12:00:00 AM,Priority
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,7/25/2016 12:00:00 AM,Priority Foundation
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,7/25/2016 12:00:00 AM,Priority
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,3/15/2018 12:00:00 AM,Priority Foundation
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,3/15/2018 12:00:00 AM,Core
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,11/19/2018 12:00:00 AM,Priority Foundation
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,3/22/2017 12:00:00 AM,Core
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,3/22/2017 12:00:00 AM,Priority
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,8/3/2017 12:00:00 AM,Priority Foundation
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,8/3/2017 12:00:00 AM,Priority
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,11/27/2017 12:00:00 AM,Priority
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,11/27/2017 12:00:00 AM,Priority Foundation
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,3/15/2016 12:00:00 AM,Core
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,3/15/2016 12:00:00 AM,Priority Foundation
4E1F7B545946FCB088256BF8007483E1,Two Chef's Pizza Restaurant,Permitted,Full Service Restaurant,Risk Category 3,5019,Arlington,VA,3/15/2016 12:00:00 AM,Priority
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,11/15/2016 12:00:00 AM,Priority
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,11/15/2016 12:00:00 AM,Priority Foundation
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,7/26/2016 12:00:00 AM,Priority
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,7/26/2016 12:00:00 AM,Priority Foundation
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,7/31/2017 12:00:00 AM,Priority
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,7/31/2017 12:00:00 AM,Priority Foundation
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,3/23/2018 12:00:00 AM,Priority
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,3/23/2018 12:00:00 AM,Core
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,3/23/2018 12:00:00 AM,Priority Foundation
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,11/29/2017 12:00:00 AM,Priority
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,3/16/2016 12:00:00 AM,Priority
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,3/16/2016 12:00:00 AM,Priority Foundation
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,3/16/2016 12:00:00 AM,Core
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,1/29/2016 12:00:00 AM,Core
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,4/14/2017 12:00:00 AM,Core
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,4/14/2017 12:00:00 AM,Priority Foundation
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,4/14/2017 12:00:00 AM,Priority
4E7617F7590F767885256C7E0064C3A9,Cassatt's Cafe(INACTIVE),Surrendered,Full Service Restaurant,Risk Category 3,4536,Arlington,VA,7/23/2018 12:00:00 AM,Priority
4E797720AD3717E98525787E004DAA08,Buzz Bakery,Permitted,Fast Food Restaurant,Risk Category 1,818,Arlington,VA,1/11/2016 12:00:00 AM,Core
4E797720AD3717E98525787E004DAA08,Buzz Bakery,Permitted,Fast Food Restaurant,Risk Category 1,818,Arlington,VA,1/11/2016 12:00:00 AM,Priority Foundation
4E797720AD3717E98525787E004DAA08,Buzz Bakery,Permitted,Fast Food Restaurant,Risk Category 1,818,Arlington,VA,12/26/2018 12:00:00 AM,Core
4E797720AD3717E98525787E004DAA08,Buzz Bakery,Permitted,Fast Food Restaurant,Risk Category 1,818,Arlington,VA,12/26/2018 12:00:00 AM,Priority Foundation
4E797720AD3717E98525787E004DAA08,Buzz Bakery,Permitted,Fast Food Restaurant,Risk Category 1,818,Arlington,VA,1/16/2018 12:00:00 AM,Core
4E797720AD3717E98525787E004DAA08,Buzz Bakery,Permitted,Fast Food Restaurant,Risk Category 1,818,Arlington,VA,1/10/2017 12:00:00 AM,Core
4E797720AD3717E98525787E004DAA08,Buzz Bakery,Permitted,Fast Food Restaurant,Risk Category 1,818,Arlington,VA,1/10/2017 12:00:00 AM,Priority Foundation
4E797720AD3717E98525787E004DAA08,Buzz Bakery,Permitted,Fast Food Restaurant,Risk Category 1,818,Arlington,VA,1/5/2018 12:00:00 AM,Core
4E797720AD3717E98525787E004DAA08,Buzz Bakery,Permitted,Fast Food Restaurant,Risk Category 1,818,Arlington,VA,1/5/2018 12:00:00 AM,Priority Foundation
4E797720AD3717E98525787E004DAA08,Buzz Bakery,Permitted,Fast Food Restaurant,Risk Category 1,818,Arlington,VA,1/5/2018 12:00:00 AM,Priority
4EA0D83B604D642E8525816300685711,Shawarma Gyros Xpress,Permitted,Fast Food Restaurant,Risk Category 2,2329,Arlington,VA,3/7/2018 12:00:00 AM,Core
4EA0D83B604D642E8525816300685711,Shawarma Gyros Xpress,Permitted,Fast Food Restaurant,Risk Category 2,2329,Arlington,VA,9/24/2018 12:00:00 AM,Priority Foundation
4EA0D83B604D642E8525816300685711,Shawarma Gyros Xpress,Permitted,Fast Food Restaurant,Risk Category 2,2329,Arlington,VA,9/5/2017 12:00:00 AM,Core
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,11/2/2016 12:00:00 AM,Priority
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,11/2/2016 12:00:00 AM,Core
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,4/25/2017 12:00:00 AM,Priority
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,4/25/2017 12:00:00 AM,Core
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,4/25/2017 12:00:00 AM,Priority Foundation
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,5/31/2016 12:00:00 AM,Priority
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,5/31/2016 12:00:00 AM,Core
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,5/31/2016 12:00:00 AM,Priority Foundation
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,7/25/2017 12:00:00 AM,Priority
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,7/25/2017 12:00:00 AM,Priority Foundation
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,10/19/2018 12:00:00 AM,Priority Foundation
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,11/20/2017 12:00:00 AM,Priority
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,11/20/2017 12:00:00 AM,Priority Foundation
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,7/26/2018 12:00:00 AM,Priority Foundation
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,3/8/2018 12:00:00 AM,Core
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,3/8/2018 12:00:00 AM,Priority Foundation
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,6/10/2016 12:00:00 AM,Core
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,6/10/2016 12:00:00 AM,Priority Foundation
4EFA3311A3AF675985257E07004E8CF0,Peter Chang,Permitted,Full Service Restaurant,Risk Category 3,2503-E,Arlington,VA,5/26/2017 12:00:00 AM,Core
4EFA9EDDABDA802285256F03005A7B65,Children's International School,Permitted,Child Care Food Service,Risk Category 2,1227,Arlington,VA,8/24/2018 12:00:00 AM,Priority Foundation
4EFA9EDDABDA802285256F03005A7B65,Children's International School,Permitted,Child Care Food Service,Risk Category 2,1227,Arlington,VA,8/24/2018 12:00:00 AM,Priority
4EFA9EDDABDA802285256F03005A7B65,Children's International School,Permitted,Child Care Food Service,Risk Category 2,1227,Arlington,VA,2/16/2018 12:00:00 AM,Core
4FA2329C09C4E07485256C33004DB6F5,Main Event Caterers,Permitted,Caterer,Risk Category 3,3870,Arlington,VA,8/22/2018 12:00:00 AM,Priority Foundation
4FA2329C09C4E07485256C33004DB6F5,Main Event Caterers,Permitted,Caterer,Risk Category 3,3870,Arlington,VA,12/20/2017 12:00:00 AM,Priority
4FA2329C09C4E07485256C33004DB6F5,Main Event Caterers,Permitted,Caterer,Risk Category 3,3870,Arlington,VA,8/31/2016 12:00:00 AM,Priority Foundation
4FA2329C09C4E07485256C33004DB6F5,Main Event Caterers,Permitted,Caterer,Risk Category 3,3870,Arlington,VA,4/26/2017 12:00:00 AM,Core
4FA2329C09C4E07485256C33004DB6F5,Main Event Caterers,Permitted,Caterer,Risk Category 3,3870,Arlington,VA,4/26/2017 12:00:00 AM,Priority Foundation
4FA2329C09C4E07485256C33004DB6F5,Main Event Caterers,Permitted,Caterer,Risk Category 3,3870,Arlington,VA,4/26/2017 12:00:00 AM,Priority
4FA2329C09C4E07485256C33004DB6F5,Main Event Caterers,Permitted,Caterer,Risk Category 3,3870,Arlington,VA,4/27/2016 12:00:00 AM,Priority
4FA2329C09C4E07485256C33004DB6F5,Main Event Caterers,Permitted,Caterer,Risk Category 3,3870,Arlington,VA,4/27/2016 12:00:00 AM,Core
4FA2329C09C4E07485256C33004DB6F5,Main Event Caterers,Permitted,Caterer,Risk Category 3,3870,Arlington,VA,4/26/2018 12:00:00 AM,Core
4FA2329C09C4E07485256C33004DB6F5,Main Event Caterers,Permitted,Caterer,Risk Category 3,3870,Arlington,VA,4/26/2018 12:00:00 AM,Priority Foundation
4FA2329C09C4E07485256C33004DB6F5,Main Event Caterers,Permitted,Caterer,Risk Category 3,3870,Arlington,VA,12/20/2016 12:00:00 AM,Priority
4FC1D14B701238A785257FF1006657E4,Natural Cafe,Permitted,Convenience Store Food Service,Risk Category 2,850,Arlington,VA,4/7/2017 12:00:00 AM,Priority Foundation
4FC1D14B701238A785257FF1006657E4,Natural Cafe,Permitted,Convenience Store Food Service,Risk Category 2,850,Arlington,VA,4/7/2017 12:00:00 AM,Core
4FC1D14B701238A785257FF1006657E4,Natural Cafe,Permitted,Convenience Store Food Service,Risk Category 2,850,Arlington,VA,9/7/2016 12:00:00 AM,Core
4FC1D14B701238A785257FF1006657E4,Natural Cafe,Permitted,Convenience Store Food Service,Risk Category 2,850,Arlington,VA,7/29/2016 12:00:00 AM,Core
4FC1D14B701238A785257FF1006657E4,Natural Cafe,Permitted,Convenience Store Food Service,Risk Category 2,850,Arlington,VA,10/3/2017 12:00:00 AM,Priority
4FC1D14B701238A785257FF1006657E4,Natural Cafe,Permitted,Convenience Store Food Service,Risk Category 2,850,Arlington,VA,10/3/2017 12:00:00 AM,Priority Foundation
4FC1D14B701238A785257FF1006657E4,Natural Cafe,Permitted,Convenience Store Food Service,Risk Category 2,850,Arlington,VA,10/13/2016 12:00:00 AM,Core
4FC1D14B701238A785257FF1006657E4,Natural Cafe,Permitted,Convenience Store Food Service,Risk Category 2,850,Arlington,VA,10/13/2016 12:00:00 AM,Priority Foundation
4FC1D14B701238A785257FF1006657E4,Natural Cafe,Permitted,Convenience Store Food Service,Risk Category 2,850,Arlington,VA,4/10/2018 12:00:00 AM,Core
4FC1D14B701238A785257FF1006657E4,Natural Cafe,Permitted,Convenience Store Food Service,Risk Category 2,850,Arlington,VA,4/10/2018 12:00:00 AM,Priority Foundation
4FC96621A14FA35C85257DA50059E777,South Block Juice/Grace Street Coffee,Permitted,Fast Food Restaurant,Risk Category 1,3019,Arlington,VA,1/6/2017 12:00:00 AM,Core
4FC96621A14FA35C85257DA50059E777,South Block Juice/Grace Street Coffee,Permitted,Fast Food Restaurant,Risk Category 1,3019,Arlington,VA,1/8/2016 12:00:00 AM,Core
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,2/24/2017 12:00:00 AM,Core
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,2/24/2017 12:00:00 AM,Priority
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,2/24/2017 12:00:00 AM,Priority Foundation
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,10/17/2017 12:00:00 AM,Priority
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,10/17/2017 12:00:00 AM,Priority Foundation
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,6/6/2018 12:00:00 AM,Priority Foundation
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,6/6/2018 12:00:00 AM,Priority
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,6/17/2016 12:00:00 AM,Priority
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,6/17/2016 12:00:00 AM,Priority Foundation
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,2/17/2016 12:00:00 AM,Core
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,2/17/2016 12:00:00 AM,Priority
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,2/17/2016 12:00:00 AM,Priority Foundation
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,10/24/2016 12:00:00 AM,Core
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,10/24/2016 12:00:00 AM,Priority Foundation
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,6/21/2017 12:00:00 AM,Priority
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,10/3/2018 12:00:00 AM,Priority Foundation
501A12338AF7890B8525798A006713C9,Clark Street Grill,Permitted,Fast Food Restaurant,Risk Category 3,2711,Arlington,VA,2/20/2018 12:00:00 AM,Core
